fish_ID,extraction_plate_ID,site_full,year,sex
Kild-1997-88,LandGen_Chin_2023_009,Kildala,1997,
Kild-1997-97,LandGen_Chin_2023_009,Kildala,1997,
Kild-2000-EC01,LandGen_Chin_2023_011,Kildala,2000,
Kild-2000-EC02,LandGen_Chin_2023_011,Kildala,2000,
Kild-2000-EC03,LandGen_Chin_2023_011,Kildala,2000,
Kild-2000-EC04,LandGen_Chin_2023_011,Kildala,2000,
Kild-2000-EC05,LandGen_Chin_2023_011,Kildala,2000,
Kild-2000-EC06,LandGen_Chin_2023_011,Kildala,2000,
Kild-2000-EC07,LandGen_Chin_2023_011,Kildala,2000,
Kild-2000-EC08,LandGen_Chin_2023_011,Kildala,2000,
Kin-1999-EC01,LandGen_Chin_2023_006,Kincolith,1999,
Kin-1999-EC02,LandGen_Chin_2023_006,Kincolith,1999,
Kin-1999-EC03,LandGen_Chin_2023_006,Kincolith,1999,
Kin-1999-EC04,LandGen_Chin_2023_006,Kincolith,1999,
Kin-1999-EC05,LandGen_Chin_2023_006,Kincolith,1999,
Kin-1999-EC06,LandGen_Chin_2023_006,Kincolith,1999,
Kin-1999-EC07,LandGen_Chin_2023_006,Kincolith,1999,
Kin-1999-EC08,LandGen_Chin_2023_006,Kincolith,1999,
Kin-1999-EC09,LandGen_Chin_2023_006,Kincolith,1999,
Kin-1999-EC10,LandGen_Chin_2023_006,Kincolith,1999,
Kite-2006-1,LandGen_Chin_2023_009,Kiteen,2006,
Kite-2006-10,LandGen_Chin_2023_009,Kiteen,2006,
Kite-2006-2,LandGen_Chin_2023_009,Kiteen,2006,
Kite-2006-3,LandGen_Chin_2023_009,Kiteen,2006,
Kite-2006-4,LandGen_Chin_2023_009,Kiteen,2006,
Kite-2006-5,LandGen_Chin_2023_009,Kiteen,2006,
Kite-2006-6,LandGen_Chin_2023_009,Kiteen,2006,
Kite-2006-7,LandGen_Chin_2023_009,Kiteen,2006,
Kite-2006-8,LandGen_Chin_2023_009,Kiteen,2006,
Kite-2006-9,LandGen_Chin_2023_009,Kiteen,2006,
Kitl-2006-EC01,LandGen_Chin_2023_001,Kitlope,2006,
Kitl-2006-EC02,LandGen_Chin_2023_001,Kitlope,2006,
Kitl-2006-EC03,LandGen_Chin_2023_001,Kitlope,2006,
Kitl-2006-EC04,LandGen_Chin_2023_001,Kitlope,2006,
Kitl-2006-EC05,LandGen_Chin_2023_002,Kitlope,2006,
Kitl-2006-EC06,LandGen_Chin_2023_002,Kitlope,2006,
Kitl-2006-EC07,LandGen_Chin_2023_002,Kitlope,2006,
Kitl-2006-EC08,LandGen_Chin_2023_002,Kitlope,2006,
Kitl-2006-EC09,LandGen_Chin_2023_002,Kitlope,2006,
Kitl-2006-EC10,LandGen_Chin_2023_002,Kitlope,2006,
Kits-1995-13,LandGen_Chin_2023_011,Kitsumkalum,1995,
Kits-1995-17,LandGen_Chin_2023_011,Kitsumkalum,1995,
Kits-1995-18,LandGen_Chin_2023_011,Kitsumkalum,1995,
Kits-1995-2,LandGen_Chin_2023_011,Kitsumkalum,1995,
Kits-1995-24,LandGen_Chin_2023_011,Kitsumkalum,1995,
Kits-1995-3,LandGen_Chin_2023_011,Kitsumkalum,1995,
Kits-1995-4,LandGen_Chin_2023_011,Kitsumkalum,1995,
Kits-1995-9,LandGen_Chin_2023_011,Kitsumkalum,1995,
Kits-1995-EC01,LandGen_Chin_2023_011,Kitsumkalum,1995,
Kits-1995-EC02,LandGen_Chin_2023_011,Kitsumkalum,1995,
Kitw-2002-EC01,LandGen_Chin_2023_007,Kitwanga,2002,
Kitw-2002-EC02,LandGen_Chin_2023_007,Kitwanga,2002,
Kitw-2002-EC03,LandGen_Chin_2023_007,Kitwanga,2002,
Kitw-2002-EC04,LandGen_Chin_2023_007,Kitwanga,2002,
Kitw-2002-EC05,LandGen_Chin_2023_007,Kitwanga,2002,
Kitw-2002-EC06,LandGen_Chin_2023_007,Kitwanga,2002,
Kitw-2002-EC07,LandGen_Chin_2023_007,Kitwanga,2002,
Kitw-2002-EC08,LandGen_Chin_2023_007,Kitwanga,2002,
Kitw-2002-EC09,LandGen_Chin_2023_007,Kitwanga,2002,
Kitw-2002-EC10,LandGen_Chin_2023_007,Kitwanga,2002,
Klin-1997-1,LandGen_Chin_2023_009,Klinaklini,1997,
Klin-1997-14,LandGen_Chin_2023_009,Klinaklini,1997,
Klin-1997-15,LandGen_Chin_2023_009,Klinaklini,1997,
Klin-1997-16,LandGen_Chin_2023_009,Klinaklini,1997,
Klin-1997-19,LandGen_Chin_2023_009,Klinaklini,1997,
Klin-1997-2,LandGen_Chin_2023_009,Klinaklini,1997,
Klin-1997-21,LandGen_Chin_2023_009,Klinaklini,1997,
Klin-1997-5,LandGen_Chin_2023_009,Klinaklini,1997,
Klin-1997-7,LandGen_Chin_2023_009,Klinaklini,1997,
Klin-1997-8,LandGen_Chin_2023_009,Klinaklini,1997,
Klin-2002-EC01,LandGen_Chin_2023_011,Klinaklini,2002,
Klin-2002-EC02,LandGen_Chin_2023_011,Klinaklini,2002,
Klin-2002-EC03,LandGen_Chin_2023_011,Klinaklini,2002,
Klin-2002-EC04,LandGen_Chin_2023_011,Klinaklini,2002,
Klin-2002-EC05,LandGen_Chin_2023_011,Klinaklini,2002,
Klin-2002-EC06,LandGen_Chin_2023_011,Klinaklini,2002,
Klin-2002-EC07,LandGen_Chin_2023_011,Klinaklini,2002,
Klin-2002-EC08,LandGen_Chin_2023_011,Klinaklini,2002,
Klo-2007-EC01,LandGen_Chin_2023_010,Klondike,2007,
Klo-2007-EC02,LandGen_Chin_2023_010,Klondike,2007,
Klo-2007-EC03,LandGen_Chin_2023_010,Klondike,2007,
Klo-2007-EC04,LandGen_Chin_2023_010,Klondike,2007,
Klo-2007-EC05,LandGen_Chin_2023_010,Klondike,2007,
Klo-2007-EC06,LandGen_Chin_2023_010,Klondike,2007,
Klo-2007-EC07,LandGen_Chin_2023_010,Klondike,2007,
Klo-2007-EC08,LandGen_Chin_2023_010,Klondike,2007,
Klo-2007-EC09,LandGen_Chin_2023_010,Klondike,2007,
Klo-2007-EC10,LandGen_Chin_2023_010,Klondike,2007,
Klu-2008-EC01,LandGen_Chin_2023_010,Kluayaz,2008,
Klu-2008-EC02,LandGen_Chin_2023_010,Kluayaz,2008,
Klu-2008-EC03,LandGen_Chin_2023_010,Kluayaz,2008,
Klu-2008-EC04,LandGen_Chin_2023_010,Kluayaz,2008,
Klu-2008-EC05,LandGen_Chin_2023_010,Kluayaz,2008,
Klu-2008-EC06,LandGen_Chin_2023_010,Kluayaz,2008,
Klu-2008-EC07,LandGen_Chin_2023_010,Kluayaz,2008,
Klu-2008-EC08,LandGen_Chin_2023_010,Kluayaz,2008,
Klu-2008-EC09,LandGen_Chin_2023_010,Kluayaz,2008,
Kwi-1996-CH-KW-96-12,LandGen_Chin_2023_012,Kwinageese,1996,
Kwi-1996-CH-KW-96-16,LandGen_Chin_2023_012,Kwinageese,1996,
Kwi-1996-CH-KW-96-18,LandGen_Chin_2023_009,Kwinageese,1996,
Kwi-1996-CH-KW-96-25,LandGen_Chin_2023_012,Kwinageese,1996,
Kwi-1996-CH-KW-96-31,LandGen_Chin_2023_012,Kwinageese,1996,
Kwi-1996-CH-KW-96-32,LandGen_Chin_2023_012,Kwinageese,1996,
Kwi-1996-CH-KW-96-38,LandGen_Chin_2023_012,Kwinageese,1996,
Kwi-1996-CH-KW-96-39,LandGen_Chin_2023_001,Kwinageese,1996,
Kwi-1996-CH-KW-96-44,LandGen_Chin_2023_001,Kwinageese,1996,
Kwi-1996-CH-KW-96-49,LandGen_Chin_2023_009,Kwinageese,1996,
Kwi-1996-CH-KW-96-6,LandGen_Chin_2023_001,Kwinageese,1996,
Kwi-1996-CH-KW-96-64,LandGen_Chin_2023_009,Kwinageese,1996,
Kwi-1996-CH-KW-96-65,LandGen_Chin_2023_009,Kwinageese,1996,
Kwi-1996-CH-KW-96-67,LandGen_Chin_2023_009,Kwinageese,1996,
Kwi-1996-CH-KW-96-70,LandGen_Chin_2023_012,Kwinageese,1996,
Kwi-1996-CH-KW-96-72,LandGen_Chin_2023_009,Kwinageese,1996,
Kwi-1996-CH-KW-96-75,LandGen_Chin_2023_012,Kwinageese,1996,
Mam-1996-Mq1,LandGen_Chin_2023_006,Mamquam,1996,
Mam-1996-Mq10,LandGen_Chin_2023_002,Mamquam,1996,
Mam-1996-Mq11,LandGen_Chin_2023_001,Mamquam,1996,
Mam-1996-Mq12,LandGen_Chin_2023_002,Mamquam,1996,
Mam-1996-Mq13,LandGen_Chin_2023_002,Mamquam,1996,
Mam-1996-Mq14,LandGen_Chin_2023_001,Mamquam,1996,
Mam-1996-Mq15,LandGen_Chin_2023_002,Mamquam,1996,
Mam-1996-Mq16,LandGen_Chin_2023_006,Mamquam,1996,
Mam-1996-Mq17,LandGen_Chin_2023_002,Mamquam,1996,
Mam-1996-Mq18,LandGen_Chin_2023_006,Mamquam,1996,
Mam-1996-Mq19,LandGen_Chin_2023_002,Mamquam,1996,
Mam-1996-Mq2,LandGen_Chin_2023_006,Mamquam,1996,
Mam-1996-Mq20,LandGen_Chin_2023_006,Mamquam,1996,
Mam-1996-Mq3,LandGen_Chin_2023_002,Mamquam,1996,
Mam-1996-Mq5,LandGen_Chin_2023_006,Mamquam,1996,
Mam-1996-Mq6,LandGen_Chin_2023_002,Mamquam,1996,
Mam-1996-Mq7,LandGen_Chin_2023_001,Mamquam,1996,
Mam-1996-Mq8,LandGen_Chin_2023_001,Mamquam,1996,
Mam-1996-Mq9,LandGen_Chin_2023_002,Mamquam,1996,
Mam-2005-EC01,LandGen_Chin_2023_001,Mamquam,2005,
Mam-2005-EC02,LandGen_Chin_2023_001,Mamquam,2005,
Mar-2015-0561,LandGen_Chin_2023_008,Marble,2015,
Mar-2015-0562,LandGen_Chin_2023_008,Marble,2015,
Mar-2015-0563,LandGen_Chin_2023_008,Marble,2015,
Mar-2015-0564,LandGen_Chin_2023_008,Marble,2015,
Mar-2015-0565,LandGen_Chin_2023_008,Marble,2015,
Mar-2015-0566,LandGen_Chin_2023_008,Marble,2015,
Mar-2015-0567,LandGen_Chin_2023_008,Marble,2015,
Mar-2015-0568,LandGen_Chin_2023_008,Marble,2015,
Mar-2015-0569,LandGen_Chin_2023_008,Marble,2015,
Mar-2015-0570,LandGen_Chin_2023_008,Marble,2015,
Mar-2019-197-32,LandGen_Chin_2023_005,Marble,2019,
Mar-2019-197-33,LandGen_Chin_2023_005,Marble,2019,
Mar-2019-197-34,LandGen_Chin_2023_005,Marble,2019,
Mar-2019-197-35,LandGen_Chin_2023_005,Marble,2019,
Mar-2019-197-36,LandGen_Chin_2023_005,Marble,2019,
Mar-2019-197-37,LandGen_Chin_2023_005,Marble,2019,
Mar-2019-197-72,LandGen_Chin_2023_005,Marble,2019,
Mar-2019-197-73,LandGen_Chin_2023_005,Marble,2019,
Mar-2019-197-74,LandGen_Chin_2023_005,Marble,2019,
Mar-2019-197-75,LandGen_Chin_2023_005,Marble,2019,
May-2009-EC01,LandGen_Chin_2023_003,Mayo,2009,
May-2009-EC02,LandGen_Chin_2023_003,Mayo,2009,
May-2009-EC03,LandGen_Chin_2023_003,Mayo,2009,
May-2009-EC04,LandGen_Chin_2023_003,Mayo,2009,
May-2009-EC05,LandGen_Chin_2023_003,Mayo,2009,
May-2009-EC06,LandGen_Chin_2023_003,Mayo,2009,
May-2009-EC07,LandGen_Chin_2023_003,Mayo,2009,
May-2009-EC08,LandGen_Chin_2023_003,Mayo,2009,
May-2009-EC09,LandGen_Chin_2023_003,Mayo,2009,
May-2009-EC10,LandGen_Chin_2023_003,Mayo,2009,
May-2009-EC11,LandGen_Chin_2023_003,Mayo,2009,
Meg-2003-EC01,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC02,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC03,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC04,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC05,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC06,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC07,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC08,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC09,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC10,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC11,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC12,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC13,LandGen_Chin_2023_011,Megin,2003,
Meg-2003-EC14,LandGen_Chin_2023_011,Megin,2003,
Meg-2006-1,LandGen_Chin_2023_011,Megin,2006,
Meg-2006-2,LandGen_Chin_2023_011,Megin,2006,
Meg-2006-3,LandGen_Chin_2023_011,Megin,2006,
Meg-2006-4,LandGen_Chin_2023_011,Megin,2006,
Meg-2006-5,LandGen_Chin_2023_011,Megin,2006,
Meg-2006-6,LandGen_Chin_2023_011,Megin,2006,
Mor-2009-EC01,LandGen_Chin_2023_010,Morley,2009,
Mor-2009-EC02,LandGen_Chin_2023_010,Morley,2009,
Mor-2009-EC03,LandGen_Chin_2023_010,Morley,2009,
Mor-2009-EC04,LandGen_Chin_2023_010,Morley,2009,
Mor-2009-EC05,LandGen_Chin_2023_010,Morley,2009,
Mor-2009-EC06,LandGen_Chin_2023_010,Morley,2009,
Mor-2009-EC07,LandGen_Chin_2023_010,Morley,2009,
Mor-2009-EC08,LandGen_Chin_2023_010,Morley,2009,
Mor-2009-EC09,LandGen_Chin_2023_010,Morley,2009,
Mor-2009-EC10,LandGen_Chin_2023_011,Morley,2009,
Mor-2009-EC11,LandGen_Chin_2023_011,Morley,2009,
Mor-2009-EC12,LandGen_Chin_2023_011,Morley,2009,
Mor-2009-EC13,LandGen_Chin_2023_011,Morley,2009,
Moy-2010-4501,LandGen_Chin_2023_010,Moyeha,2010,Female
Moy-2010-4509,LandGen_Chin_2023_010,Moyeha,2010,Male
Moy-2010-4520,LandGen_Chin_2023_010,Moyeha,2010,Male
Moy-2010-4524,LandGen_Chin_2023_010,Moyeha,2010,Female
Moy-2010-6515,LandGen_Chin_2023_010,Moyeha,2010,Female
Moy-2010-6589,LandGen_Chin_2023_010,Moyeha,2010,Male
Moy-2010-6595,LandGen_Chin_2023_010,Moyeha,2010,Male
Moy-2010-6596,LandGen_Chin_2023_010,Moyeha,2010,Female
Moy-2010-6598,LandGen_Chin_2023_010,Moyeha,2010,Male
Moy-2010-6599,LandGen_Chin_2023_010,Moyeha,2010,Male
Nah-2010-EC01,LandGen_Chin_2023_006,Nahatlatch,2010,
Nah-2010-EC02,LandGen_Chin_2023_006,Nahatlatch,2010,
Nah-2010-EC03,LandGen_Chin_2023_006,Nahatlatch,2010,
Nah-2010-EC04,LandGen_Chin_2023_006,Nahatlatch,2010,
Nah-2010-EC05,LandGen_Chin_2023_006,Nahatlatch,2010,
Nah-2010-EC06,LandGen_Chin_2023_006,Nahatlatch,2010,
Nah-2010-EC07,LandGen_Chin_2023_006,Nahatlatch,2010,
Nah-2010-EC08,LandGen_Chin_2023_006,Nahatlatch,2010,
Nah-2010-EC09,LandGen_Chin_2023_006,Nahatlatch,2010,
Nah-2010-EC10,LandGen_Chin_2023_006,Nahatlatch,2010,
NicB-2020-88402,LandGen_Chin_2023_012,Nicomekl Brood,2020,Male
NicB-2020-88403,LandGen_Chin_2023_012,Nicomekl Brood,2020,Male
NicB-2020-88404,LandGen_Chin_2023_012,Nicomekl Brood,2020,Male
NicB-2020-88405,LandGen_Chin_2023_012,Nicomekl Brood,2020,Male
NicB-2020-88406,LandGen_Chin_2023_012,Nicomekl Brood,2020,Male
NicB-2020-88501,LandGen_Chin_2023_012,Nicomekl Brood,2020,Female
NicB-2020-88502,LandGen_Chin_2023_012,Nicomekl Brood,2020,Female
NicB-2020-88503,LandGen_Chin_2023_012,Nicomekl Brood,2020,Female
NicB-2020-88504,LandGen_Chin_2023_012,Nicomekl Brood,2020,Female
NicB-2020-88505,LandGen_Chin_2023_012,Nicomekl Brood,2020,Female
Nim-2010-1401,LandGen_Chin_2023_001,Nimpkish,2010,Male
Nim-2010-1401,LandGen_Chin_2023_009,Nimpkish,2010,Male
Nim-2010-1402,LandGen_Chin_2023_001,Nimpkish,2010,Female
Nim-2010-1403,LandGen_Chin_2023_001,Nimpkish,2010,Female
Nim-2010-1404,LandGen_Chin_2023_009,Nimpkish,2010,Male
Nim-2010-1405,LandGen_Chin_2023_002,Nimpkish,2010,Male
Nim-2010-1406,LandGen_Chin_2023_002,Nimpkish,2010,Male
Nim-2010-1408,LandGen_Chin_2023_002,Nimpkish,2010,Female
Nim-2010-1409,LandGen_Chin_2023_002,Nimpkish,2010,Female
Nim-2010-1410,LandGen_Chin_2023_002,Nimpkish,2010,Female
Nim-2010-1411,LandGen_Chin_2023_009,Nimpkish,2010,Female
Nim-2010-1412,LandGen_Chin_2023_009,Nimpkish,2010,Female
Nim-2010-1413,LandGen_Chin_2023_009,Nimpkish,2010,Male
Nim-2010-1441,LandGen_Chin_2023_012,Nimpkish,2010,Male
Nim-2010-1442,LandGen_Chin_2023_012,Nimpkish,2010,Female
Nim-2010-1443,LandGen_Chin_2023_012,Nimpkish,2010,Female
Nis-2016-0558,LandGen_Chin_2023_005,Nisutlin,2016,
Nis-2016-0559,LandGen_Chin_2023_005,Nisutlin,2016,
Nis-2016-0560,LandGen_Chin_2023_005,Nisutlin,2016,
Nis-2016-0561,LandGen_Chin_2023_005,Nisutlin,2016,
Nis-2016-0562,LandGen_Chin_2023_005,Nisutlin,2016,
Nis-2016-0563,LandGen_Chin_2023_005,Nisutlin,2016,
Nis-2016-0564,LandGen_Chin_2023_005,Nisutlin,2016,
Nis-2016-0601,LandGen_Chin_2023_005,Nisutlin,2016,
Nis-2016-0602,LandGen_Chin_2023_005,Nisutlin,2016,
Nor-2006-EC01,LandGen_Chin_2023_005,Nordenskiold,2006,
Nor-2006-EC02,LandGen_Chin_2023_005,Nordenskiold,2006,
Nor-2006-EC03,LandGen_Chin_2023_005,Nordenskiold,2006,
Nor-2006-EC04,LandGen_Chin_2023_005,Nordenskiold,2006,
Nor-2006-EC05,LandGen_Chin_2023_005,Nordenskiold,2006,
Nor-2006-EC06,LandGen_Chin_2023_005,Nordenskiold,2006,
Nor-2006-EC07,LandGen_Chin_2023_005,Nordenskiold,2006,
Nor-2006-EC08,LandGen_Chin_2023_005,Nordenskiold,2006,
Nor-2006-EC09,LandGen_Chin_2023_005,Nordenskiold,2006,
Nor-2006-EC10,LandGen_Chin_2023_005,Nordenskiold,2006,
Nus-2006-EC01,LandGen_Chin_2023_008,Nusatsum,2006,
Nus-2006-EC02,LandGen_Chin_2023_008,Nusatsum,2006,
Nus-2006-EC03,LandGen_Chin_2023_008,Nusatsum,2006,
Nus-2006-EC04,LandGen_Chin_2023_008,Nusatsum,2006,
Nus-2018-54301,LandGen_Chin_2023_001,Nusatsum,2018,Male
Nus-2018-54302,LandGen_Chin_2023_001,Nusatsum,2018,Male
Nus-2018-54303,LandGen_Chin_2023_001,Nusatsum,2018,Male
Nus-2018-54304,LandGen_Chin_2023_001,Nusatsum,2018,Male
Nus-2018-54305,LandGen_Chin_2023_001,Nusatsum,2018,Male
Nus-2018-54306,LandGen_Chin_2023_001,Nusatsum,2018,Male
Nus-2018-54311,LandGen_Chin_2023_008,Nusatsum,2018,Male
Nus-2018-54312,LandGen_Chin_2023_008,Nusatsum,2018,Male
Nus-2018-54313,LandGen_Chin_2023_008,Nusatsum,2018,Male
Nus-2018-54314,LandGen_Chin_2023_008,Nusatsum,2018,Male
Nus-2018-54401,LandGen_Chin_2023_008,Nusatsum,2018,Female
Nus-2018-54402,LandGen_Chin_2023_008,Nusatsum,2018,Female
Nus-2018-54403,LandGen_Chin_2023_008,Nusatsum,2018,Female
Nus-2018-54404,LandGen_Chin_2023_008,Nusatsum,2018,Female
Nus-2018-54405,LandGen_Chin_2023_008,Nusatsum,2018,Female
Nus-2018-54407,LandGen_Chin_2023_008,Nusatsum,2018,Female
Nus-2018-54408,LandGen_Chin_2023_008,Nusatsum,2018,Female
Nus-2018-54409,LandGen_Chin_2023_008,Nusatsum,2018,Female
Oka-2007-13620,LandGen_Chin_2023_001,Okanagan,2007,
Oka-2007-13621,LandGen_Chin_2023_001,Okanagan,2007,
Oka-2007-13622,LandGen_Chin_2023_001,Okanagan,2007,
Oka-2007-13623,LandGen_Chin_2023_001,Okanagan,2007,
Oka-2007-13624,LandGen_Chin_2023_008,Okanagan,2007,
Oka-2007-13626,LandGen_Chin_2023_008,Okanagan,2007,
Oka-2007-13630,LandGen_Chin_2023_008,Okanagan,2007,
Oka-2007-13631,LandGen_Chin_2023_008,Okanagan,2007,
Oka-2007-13632,LandGen_Chin_2023_008,Okanagan,2007,
Oka-2007-13634,LandGen_Chin_2023_008,Okanagan,2007,
Oka-2007-13636,LandGen_Chin_2023_012,Okanagan,2007,
Oka-2007-13637,LandGen_Chin_2023_012,Okanagan,2007,
Oka-2007-13638,LandGen_Chin_2023_012,Okanagan,2007,
Phi-2010-601,LandGen_Chin_2023_003,Phillips,2010,
Phi-2010-602,LandGen_Chin_2023_003,Phillips,2010,
Phi-2010-603,LandGen_Chin_2023_003,Phillips,2010,
Phi-2010-604,LandGen_Chin_2023_003,Phillips,2010,
Phi-2010-605,LandGen_Chin_2023_003,Phillips,2010,
Phi-2010-606,LandGen_Chin_2023_003,Phillips,2010,
Phi-2010-607,LandGen_Chin_2023_003,Phillips,2010,
Phi-2010-608,LandGen_Chin_2023_003,Phillips,2010,
Phi-2010-609,LandGen_Chin_2023_003,Phillips,2010,
Phi-2010-610,LandGen_Chin_2023_003,Phillips,2010,
Pit-2003-EC01,LandGen_Chin_2023_008,Upper Pitt,2003,
Pit-2003-EC02,LandGen_Chin_2023_008,Upper Pitt,2003,
Pit-2003-H1,LandGen_Chin_2023_008,Upper Pitt,2003,
Pit-2003-H2,LandGen_Chin_2023_008,Upper Pitt,2003,
Pit-2003-H3,LandGen_Chin_2023_008,Upper Pitt,2003,
Pit-2003-H4,LandGen_Chin_2023_008,Upper Pitt,2003,
Pit-2003-H5,LandGen_Chin_2023_008,Upper Pitt,2003,
Pit-2003-H6,LandGen_Chin_2023_008,Upper Pitt,2003,
Pit-2006-EC01,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC02,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC03,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC04,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC05,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC06,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC07,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC08,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC09,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC10,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC11,LandGen_Chin_2023_007,Upper Pitt,2006,
Pit-2006-EC12,LandGen_Chin_2023_007,Upper Pitt,2006,
Por-2001-EC01,LandGen_Chin_2023_007,Portage,2001,
Por-2001-EC02,LandGen_Chin_2023_007,Portage,2001,
Por-2001-EC03,LandGen_Chin_2023_007,Portage,2001,
Por-2001-EC04,LandGen_Chin_2023_007,Portage,2001,
Por-2001-EC05,LandGen_Chin_2023_007,Portage,2001,
Por-2001-EC06,LandGen_Chin_2023_007,Portage,2001,
Por-2001-EC07,LandGen_Chin_2023_007,Portage,2001,
Por-2001-EC08,LandGen_Chin_2023_007,Portage,2001,
Por-2005-EC01,LandGen_Chin_2023_007,Portage,2005,
Por-2005-EC02,LandGen_Chin_2023_007,Portage,2005,
Por-2005-EC03,LandGen_Chin_2023_007,Portage,2005,
Por-2005-EC04,LandGen_Chin_2023_007,Portage,2005,
Por-2005-EC05,LandGen_Chin_2023_007,Portage,2005,
Por-2005-EC06,LandGen_Chin_2023_007,Portage,2005,
Por-2005-EC07,LandGen_Chin_2023_007,Portage,2005,
Por-2005-EC08,LandGen_Chin_2023_007,Portage,2005,
Por-2005-EC09,LandGen_Chin_2023_007,Portage,2005,
Por-2005-EC10,LandGen_Chin_2023_007,Portage,2005,
Raf-2002-EC01,LandGen_Chin_2023_008,Raft,2002,
Raf-2002-EC02,LandGen_Chin_2023_008,Raft,2002,
Raf-2002-EC03,LandGen_Chin_2023_008,Raft,2002,
Raf-2002-EC04,LandGen_Chin_2023_008,Raft,2002,
Raf-2002-EC05,LandGen_Chin_2023_008,Raft,2002,
Raf-2002-EC06,LandGen_Chin_2023_008,Raft,2002,
Raf-2002-EC07,LandGen_Chin_2023_008,Raft,2002,
Raf-2009-EC01,LandGen_Chin_2023_008,Raft,2009,
Raf-2009-EC02,LandGen_Chin_2023_008,Raft,2009,
Raf-2009-EC03,LandGen_Chin_2023_008,Raft,2009,
Raf-2009-EC04,LandGen_Chin_2023_008,Raft,2009,
Raf-2010-EC01,LandGen_Chin_2023_006,Raft,2010,
Raf-2010-EC02,LandGen_Chin_2023_006,Raft,2010,
Raf-2010-EC03,LandGen_Chin_2023_006,Raft,2010,
Raf-2010-EC04,LandGen_Chin_2023_006,Raft,2010,
Raf-2010-EC05,LandGen_Chin_2023_006,Raft,2010,
Raf-2010-EC06,LandGen_Chin_2023_006,Raft,2010,
Raf-2011-EC01,LandGen_Chin_2023_003,Raft,2011,
Raf-2011-EC02,LandGen_Chin_2023_003,Raft,2011,
Raf-2011-EC03,LandGen_Chin_2023_003,Raft,2011,
Raf-2011-EC04,LandGen_Chin_2023_003,Raft,2011,
Raf-2011-EC05,LandGen_Chin_2023_003,Raft,2011,
Raf-2011-EC06,LandGen_Chin_2023_003,Raft,2011,
Raf-2011-EC07,LandGen_Chin_2023_003,Raft,2011,
Raf-2011-EC08,LandGen_Chin_2023_003,Raft,2011,
Raf-2011-EC09,LandGen_Chin_2023_003,Raft,2011,
Raf-2011-EC10,LandGen_Chin_2023_003,Raft,2011,
Raf-2011-EC11,LandGen_Chin_2023_003,Raft,2011,
Sal-2015-11,LandGen_Chin_2023_003,Salmon Fork,2015,
Sal-2015-12,LandGen_Chin_2023_003,Salmon Fork,2015,
Sal-2015-13,LandGen_Chin_2023_003,Salmon Fork,2015,
Sal-2015-14,LandGen_Chin_2023_003,Salmon Fork,2015,
Sal-2015-15,LandGen_Chin_2023_003,Salmon Fork,2015,
Sal-2015-16,LandGen_Chin_2023_003,Salmon Fork,2015,
Sal-2015-17,LandGen_Chin_2023_003,Salmon Fork,2015,
Sal-2015-18,LandGen_Chin_2023_003,Salmon Fork,2015,
Sal-2015-19,LandGen_Chin_2023_003,Salmon Fork,2015,
Sal-2015-20,LandGen_Chin_2023_003,Salmon Fork,2015,
San-2002-EC01,LandGen_Chin_2023_005,San Juan,2002,
San-2002-EC02,LandGen_Chin_2023_005,San Juan,2002,
San-2002-EC03,LandGen_Chin_2023_005,San Juan,2002,
San-2002-EC04,LandGen_Chin_2023_005,San Juan,2002,
San-2002-EC05,LandGen_Chin_2023_005,San Juan,2002,
San-2002-EC06,LandGen_Chin_2023_005,San Juan,2002,
San-2002-EC07,LandGen_Chin_2023_005,San Juan,2002,
San-2002-EC08,LandGen_Chin_2023_005,San Juan,2002,
San-2002-EC09,LandGen_Chin_2023_005,San Juan,2002,
San-2002-EC10,LandGen_Chin_2023_005,San Juan,2002,
San-2015-3861,LandGen_Chin_2023_007,San Juan,2015,
San-2015-3862,LandGen_Chin_2023_007,San Juan,2015,
San-2015-3863,LandGen_Chin_2023_007,San Juan,2015,
San-2015-3864,LandGen_Chin_2023_007,San Juan,2015,
