fish_ID,extraction_plate_ID,site_full,year,sex
San-2015-3865,LandGen_Chin_2023_007,San Juan,2015,
San-2015-3866,LandGen_Chin_2023_007,San Juan,2015,
San-2015-3867,LandGen_Chin_2023_007,San Juan,2015,
San-2015-3868,LandGen_Chin_2023_007,San Juan,2015,
San-2015-3869,LandGen_Chin_2023_007,San Juan,2015,
Sar-2001-EC01,LandGen_Chin_2023_003,Sarita,2001,
Sar-2001-EC02,LandGen_Chin_2023_003,Sarita,2001,
Sar-2001-EC03,LandGen_Chin_2023_003,Sarita,2001,
Sar-2001-EC04,LandGen_Chin_2023_003,Sarita,2001,
Sar-2001-EC05,LandGen_Chin_2023_003,Sarita,2001,
Sar-2001-EC06,LandGen_Chin_2023_003,Sarita,2001,
Sar-2001-EC07,LandGen_Chin_2023_003,Sarita,2001,
Sar-2001-EC08,LandGen_Chin_2023_003,Sarita,2001,
Sar-2001-EC09,LandGen_Chin_2023_003,Sarita,2001,
Sar-2001-EC10,LandGen_Chin_2023_003,Sarita,2001,
SerB-2020-102401,LandGen_Chin_2023_012,Serpentine Brood,2020,Male
SerB-2020-102402,LandGen_Chin_2023_012,Serpentine Brood,2020,Male
SerB-2020-102403,LandGen_Chin_2023_012,Serpentine Brood,2020,Male
SerB-2020-102404,LandGen_Chin_2023_012,Serpentine Brood,2020,Male
SerB-2020-102405,LandGen_Chin_2023_012,Serpentine Brood,2020,Male
SerB-2020-102406,LandGen_Chin_2023_012,Serpentine Brood,2020,Male
SerB-2020-102407,LandGen_Chin_2023_012,Serpentine Brood,2020,Male
SerB-2020-102408,LandGen_Chin_2023_012,Serpentine Brood,2020,Male
SerB-2020-102409,LandGen_Chin_2023_012,Serpentine Brood,2020,Male
SerB-2020-102410,LandGen_Chin_2023_012,Serpentine Brood,2020,Male
Serp-2002-45,LandGen_Chin_2023_005,Serpentine,2002,
Serp-2002-46,LandGen_Chin_2023_005,Serpentine,2002,
Serp-2002-EC01,LandGen_Chin_2023_005,Serpentine,2002,
Serp-2002-EC02,LandGen_Chin_2023_005,Serpentine,2002,
Serp-2002-EC03,LandGen_Chin_2023_005,Serpentine,2002,
Serp-2002-EC04,LandGen_Chin_2023_005,Serpentine,2002,
Serp-2002-EC05,LandGen_Chin_2023_005,Serpentine,2002,
Serp-2002-EC06,LandGen_Chin_2023_005,Serpentine,2002,
Serp-2002-EC07,LandGen_Chin_2023_005,Serpentine,2002,
Sey-2010-EC01,LandGen_Chin_2023_007,Seymour,2010,
Sey-2010-EC02,LandGen_Chin_2023_007,Seymour,2010,
Sey-2010-EC03,LandGen_Chin_2023_007,Seymour,2010,
Sey-2010-EC04,LandGen_Chin_2023_007,Seymour,2010,
Sey-2010-EC05,LandGen_Chin_2023_007,Seymour,2010,
Sey-2010-EC06,LandGen_Chin_2023_007,Seymour,2010,
Sey-2010-EC07,LandGen_Chin_2023_007,Seymour,2010,
Sey-2010-EC08,LandGen_Chin_2023_007,Seymour,2010,
Sey-2010-EC09,LandGen_Chin_2023_007,Seymour,2010,
Sey-2011-EC01,LandGen_Chin_2023_007,Seymour,2011,
Sey-2011-EC02,LandGen_Chin_2023_007,Seymour,2011,
Sey-2011-EC03,LandGen_Chin_2023_007,Seymour,2011,
Sey-2011-EC04,LandGen_Chin_2023_007,Seymour,2011,
Sey-2011-EC05,LandGen_Chin_2023_007,Seymour,2011,
Sey-2011-EC06,LandGen_Chin_2023_007,Seymour,2011,
Sey-2011-EC07,LandGen_Chin_2023_007,Seymour,2011,
Sey-2011-EC08,LandGen_Chin_2023_007,Seymour,2011,
Sey-2011-EC09,LandGen_Chin_2023_007,Seymour,2011,
Sey-2011-EC10,LandGen_Chin_2023_007,Seymour,2011,
Siu-2011-001,LandGen_Chin_2023_003,Siuslaw,2011,
Siu-2011-003,LandGen_Chin_2023_003,Siuslaw,2011,
Siu-2011-004,LandGen_Chin_2023_003,Siuslaw,2011,
Siu-2011-005,LandGen_Chin_2023_003,Siuslaw,2011,
Siu-2011-006,LandGen_Chin_2023_003,Siuslaw,2011,
Siu-2011-007,LandGen_Chin_2023_003,Siuslaw,2011,
Siu-2011-008,LandGen_Chin_2023_003,Siuslaw,2011,
Siu-2011-009,LandGen_Chin_2023_003,Siuslaw,2011,
Siu-2011-010,LandGen_Chin_2023_008,Siuslaw,2011,
Siu-2011-011,LandGen_Chin_2023_008,Siuslaw,2011,
Siu-2011-012,LandGen_Chin_2023_008,Siuslaw,2011,
Siu-2011-013,LandGen_Chin_2023_008,Siuslaw,2011,
Siu-2011-014,LandGen_Chin_2023_008,Siuslaw,2011,
Siu-2011-149,LandGen_Chin_2023_007,Siuslaw,2011,
Siu-2011-199,LandGen_Chin_2023_007,Siuslaw,2011,
Siu-2011-200,LandGen_Chin_2023_007,Siuslaw,2011,
Siu-2011-201,LandGen_Chin_2023_007,Siuslaw,2011,
Siu-2011-202,LandGen_Chin_2023_007,Siuslaw,2011,
Siu-2011-206,LandGen_Chin_2023_007,Siuslaw,2011,
Siu-2011-207,LandGen_Chin_2023_007,Siuslaw,2011,
Siu-2011-217,LandGen_Chin_2023_007,Siuslaw,2011,
Sli-1998-EC01,LandGen_Chin_2023_008,Slim,1998,
Sli-1998-EC02,LandGen_Chin_2023_008,Slim,1998,
Sli-1998-EC03,LandGen_Chin_2023_008,Slim,1998,
Sli-1998-EC04,LandGen_Chin_2023_008,Slim,1998,
Sli-1998-EC05,LandGen_Chin_2023_008,Slim,1998,
Sli-1998-EC06,LandGen_Chin_2023_008,Slim,1998,
Sli-1998-EC07,LandGen_Chin_2023_008,Slim,1998,
Sli-1998-EC08,LandGen_Chin_2023_008,Slim,1998,
Sli-2001-EC01,LandGen_Chin_2023_010,Slim,2001,
Sli-2001-EC02,LandGen_Chin_2023_010,Slim,2001,
Sli-2001-EC03,LandGen_Chin_2023_010,Slim,2001,
Sli-2001-EC04,LandGen_Chin_2023_010,Slim,2001,
Sli-2001-EC05,LandGen_Chin_2023_010,Slim,2001,
Sli-2001-EC06,LandGen_Chin_2023_010,Slim,2001,
Sli-2001-EC07,LandGen_Chin_2023_010,Slim,2001,
Sli-2001-EC08,LandGen_Chin_2023_010,Slim,2001,
Sli-2001-EC09,LandGen_Chin_2023_010,Slim,2001,
Sli-2001-EC10,LandGen_Chin_2023_010,Slim,2001,
Sli-2001-EC11,LandGen_Chin_2023_011,Slim,2001,
Sli-2001-EC12,LandGen_Chin_2023_011,Slim,2001,
Sli-2001-EC13,LandGen_Chin_2023_011,Slim,2001,
Sli-2001-EC14,LandGen_Chin_2023_011,Slim,2001,
Sli-2001-EC15,LandGen_Chin_2023_011,Slim,2001,
Sli-2001-EC16,LandGen_Chin_2023_011,Slim,2001,
Sli-2001-EC17,LandGen_Chin_2023_011,Slim,2001,
Sli-2001-EC18,LandGen_Chin_2023_011,Slim,2001,
Sli-2001-EC19,LandGen_Chin_2023_011,Slim,2001,
Sli-2001-EC20,LandGen_Chin_2023_011,Slim,2001,
Sli-2020-33441,LandGen_Chin_2023_007,Slim,2020,
Sli-2020-33442,LandGen_Chin_2023_007,Slim,2020,
Sli-2020-33443,LandGen_Chin_2023_007,Slim,2020,
Sli-2020-33444,LandGen_Chin_2023_007,Slim,2020,
Sli-2020-33445,LandGen_Chin_2023_007,Slim,2020,
Sli-2020-33446,LandGen_Chin_2023_007,Slim,2020,
Sli-2020-33447,LandGen_Chin_2023_007,Slim,2020,
SpiB-2021-253201,LandGen_Chin_2023_012,Spius Brood,2021,Male
SpiB-2021-253202,LandGen_Chin_2023_012,Spius Brood,2021,Male
SpiB-2021-253203,LandGen_Chin_2023_012,Spius Brood,2021,Male
SpiB-2021-253204,LandGen_Chin_2023_012,Spius Brood,2021,Male
SpiB-2021-253205,LandGen_Chin_2023_012,Spius Brood,2021,Male
SpiB-2021-253301,LandGen_Chin_2023_012,Spius Brood,2021,Female
SpiB-2021-253302,LandGen_Chin_2023_012,Spius Brood,2021,Female
SpiB-2021-253303,LandGen_Chin_2023_012,Spius Brood,2021,Female
SpiB-2021-253304,LandGen_Chin_2023_012,Spius Brood,2021,Female
SpiB-2021-253305,LandGen_Chin_2023_012,Spius Brood,2021,Female
Spiu-2002-EC01,LandGen_Chin_2023_003,Spius,2002,
Spiu-2002-EC02,LandGen_Chin_2023_003,Spius,2002,
Spiu-2002-EC03,LandGen_Chin_2023_003,Spius,2002,
Spiu-2002-EC04,LandGen_Chin_2023_003,Spius,2002,
Spiu-2002-EC05,LandGen_Chin_2023_003,Spius,2002,
Spiu-2002-EC06,LandGen_Chin_2023_003,Spius,2002,
Spiu-2002-EC08,LandGen_Chin_2023_003,Spius,2002,
Spiu-2002-EC09,LandGen_Chin_2023_003,Spius,2002,
Squ-2009-1,LandGen_Chin_2023_003,Squingula,2009,
Squ-2009-2,LandGen_Chin_2023_003,Squingula,2009,
Squ-2009-3,LandGen_Chin_2023_003,Squingula,2009,
Squ-2009-4,LandGen_Chin_2023_003,Squingula,2009,
Squ-2009-5,LandGen_Chin_2023_003,Squingula,2009,
Squ-2009-7,LandGen_Chin_2023_003,Squingula,2009,
Squ-2009-8,LandGen_Chin_2023_003,Squingula,2009,
Sus-2006-EC01,LandGen_Chin_2023_010,Sustut,2006,
Sus-2006-EC02,LandGen_Chin_2023_010,Sustut,2006,
Sus-2006-EC03,LandGen_Chin_2023_010,Sustut,2006,
Sus-2006-EC04,LandGen_Chin_2023_010,Sustut,2006,
Sus-2006-EC05,LandGen_Chin_2023_010,Sustut,2006,
Sus-2006-EC06,LandGen_Chin_2023_010,Sustut,2006,
Sus-2006-EC07,LandGen_Chin_2023_010,Sustut,2006,
Sus-2006-EC08,LandGen_Chin_2023_010,Sustut,2006,
Sus-2006-EC09,LandGen_Chin_2023_010,Sustut,2006,
Sus-2006-EC10,LandGen_Chin_2023_010,Sustut,2006,
Swi-2003-EC01,LandGen_Chin_2023_009,Swift,2003,
Swi-2003-EC02,LandGen_Chin_2023_009,Swift,2003,
Swi-2003-EC03,LandGen_Chin_2023_009,Swift,2003,
Swi-2003-EC04,LandGen_Chin_2023_009,Swift,2003,
Swi-2003-EC05,LandGen_Chin_2023_009,Swift,2003,
Swi-2003-EC06,LandGen_Chin_2023_009,Swift,2003,
Swi-2003-EC07,LandGen_Chin_2023_009,Swift,2003,
Swi-2003-EC08,LandGen_Chin_2023_009,Swift,2003,
Swi-2006-EC01,LandGen_Chin_2023_006,Swift,2006,
Swi-2006-EC02,LandGen_Chin_2023_006,Swift,2006,
Swi-2006-EC03,LandGen_Chin_2023_006,Swift,2006,
Swi-2006-EC04,LandGen_Chin_2023_006,Swift,2006,
Swi-2006-EC05,LandGen_Chin_2023_006,Swift,2006,
Swi-2006-EC06,LandGen_Chin_2023_006,Swift,2006,
Swi-2006-EC07,LandGen_Chin_2023_006,Swift,2006,
Swi-2006-EC08,LandGen_Chin_2023_006,Swift,2006,
Swi-2006-EC09,LandGen_Chin_2023_006,Swift,2006,
Swi-2010-EC01,LandGen_Chin_2023_004,Swift,2010,
Swi-2010-EC02,LandGen_Chin_2023_004,Swift,2010,
Swi-2010-EC03,LandGen_Chin_2023_004,Swift,2010,
Swi-2010-EC04,LandGen_Chin_2023_004,Swift,2010,
Swi-2010-EC05,LandGen_Chin_2023_004,Swift,2010,
Swi-2010-EC06,LandGen_Chin_2023_004,Swift,2010,
Swi-2010-EC07,LandGen_Chin_2023_004,Swift,2010,
Swi-2010-EC08,LandGen_Chin_2023_004,Swift,2010,
Swi-2010-EC09,LandGen_Chin_2023_004,Swift,2010,
Tah-2021-EC01,LandGen_Chin_2023_004,Tahltan,2021,
Tah-2021-EC02,LandGen_Chin_2023_004,Tahltan,2021,
Tah-2021-EC03,LandGen_Chin_2023_004,Tahltan,2021,
Tah-2021-EC04,LandGen_Chin_2023_004,Tahltan,2021,
Tah-2021-EC05,LandGen_Chin_2023_004,Tahltan,2021,
Tah-2021-EC06,LandGen_Chin_2023_004,Tahltan,2021,
Tah-2021-EC07,LandGen_Chin_2023_004,Tahltan,2021,
Tah-2021-EC08,LandGen_Chin_2023_004,Tahltan,2021,
Tah-2021-EC09,LandGen_Chin_2023_004,Tahltan,2021,
Tak-2010-EC01,LandGen_Chin_2023_004,Takhanne,2010,
Tak-2010-EC02,LandGen_Chin_2023_004,Takhanne,2010,
Tak-2010-EC03,LandGen_Chin_2023_004,Takhanne,2010,
Tak-2010-EC04,LandGen_Chin_2023_004,Takhanne,2010,
Tak-2010-EC05,LandGen_Chin_2023_004,Takhanne,2010,
Tak-2010-EC06,LandGen_Chin_2023_004,Takhanne,2010,
Tak-2010-EC07,LandGen_Chin_2023_004,Takhanne,2010,
Tak-2011-EC01,LandGen_Chin_2023_004,Takhanne,2011,
Tak-2011-EC02,LandGen_Chin_2023_004,Takhanne,2011,
Tak-2011-EC03,LandGen_Chin_2023_004,Takhanne,2011,
Tak-2011-EC04,LandGen_Chin_2023_004,Takhanne,2011,
Takhi-2003-1,LandGen_Chin_2023_009,Takhini,2003,
Takhi-2003-10,LandGen_Chin_2023_009,Takhini,2003,
Takhi-2003-2,LandGen_Chin_2023_009,Takhini,2003,
Takhi-2003-3,LandGen_Chin_2023_009,Takhini,2003,
Takhi-2003-4,LandGen_Chin_2023_009,Takhini,2003,
Takhi-2003-5,LandGen_Chin_2023_009,Takhini,2003,
Takhi-2003-6,LandGen_Chin_2023_009,Takhini,2003,
Takhi-2003-7,LandGen_Chin_2023_009,Takhini,2003,
Takhi-2003-8,LandGen_Chin_2023_009,Takhini,2003,
Takhi-2003-9,LandGen_Chin_2023_009,Takhini,2003,
Tas-2002-EC01,LandGen_Chin_2023_004,Taseko,2002,
Tas-2002-EC02,LandGen_Chin_2023_004,Taseko,2002,
Tas-2002-EC03,LandGen_Chin_2023_004,Taseko,2002,
Tas-2002-EC04,LandGen_Chin_2023_004,Taseko,2002,
Tas-2002-EC05,LandGen_Chin_2023_004,Taseko,2002,
Tas-2002-EC06,LandGen_Chin_2023_004,Taseko,2002,
Tas-2002-EC07,LandGen_Chin_2023_004,Taseko,2002,
Tas-2002-EC08,LandGen_Chin_2023_004,Taseko,2002,
Tas-2002-EC09,LandGen_Chin_2023_004,Taseko,2002,
Tas-2002-EC10,LandGen_Chin_2023_004,Taseko,2002,
Tho-2010-25,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-26,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-27,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-28,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-29,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-30,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-31,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-32,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-33,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-34,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-60,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-61,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-62,LandGen_Chin_2023_011,Thomas,2010,
Tho-2010-63,LandGen_Chin_2023_011,Thomas,2010,
Tin-2009-EC01,LandGen_Chin_2023_004,Tincup,2009,
Tin-2009-EC02,LandGen_Chin_2023_004,Tincup,2009,
Tin-2009-EC03,LandGen_Chin_2023_004,Tincup,2009,
Tin-2009-EC04,LandGen_Chin_2023_004,Tincup,2009,
Tin-2009-EC05,LandGen_Chin_2023_004,Tincup,2009,
Tin-2009-EC06,LandGen_Chin_2023_004,Tincup,2009,
Tin-2009-EC07,LandGen_Chin_2023_004,Tincup,2009,
Tin-2009-EC08,LandGen_Chin_2023_004,Tincup,2009,
Tin-2009-EC09,LandGen_Chin_2023_004,Tincup,2009,
Tin-2009-EC10,LandGen_Chin_2023_004,Tincup,2009,
Toz-2003-1,LandGen_Chin_2023_004,Tozitna,2003,
Toz-2003-2,LandGen_Chin_2023_004,Tozitna,2003,
Toz-2003-3,LandGen_Chin_2023_004,Tozitna,2003,
Toz-2003-4,LandGen_Chin_2023_004,Tozitna,2003,
Toz-2003-5,LandGen_Chin_2023_004,Tozitna,2003,
Toz-2003-6,LandGen_Chin_2023_004,Tozitna,2003,
Toz-2003-7,LandGen_Chin_2023_004,Tozitna,2003,
Toz-2003-8,LandGen_Chin_2023_004,Tozitna,2003,
Tri-1998-82,LandGen_Chin_2023_008,Trinity,1998,
Tri-1998-83,LandGen_Chin_2023_008,Trinity,1998,
Tri-1998-84,LandGen_Chin_2023_008,Trinity,1998,
Tri-1998-85,LandGen_Chin_2023_008,Trinity,1998,
Tri-1998-91,LandGen_Chin_2023_004,Trinity,1998,
Tri-1998-92,LandGen_Chin_2023_004,Trinity,1998,
Tri-1998-93,LandGen_Chin_2023_004,Trinity,1998,
Tri-1998-94,LandGen_Chin_2023_004,Trinity,1998,
Tri-1998-95,LandGen_Chin_2023_004,Trinity,1998,
Tri-1998-96,LandGen_Chin_2023_004,Trinity,1998,
Tri-1998-97,LandGen_Chin_2023_004,Trinity,1998,
Tri-1998-99,LandGen_Chin_2023_004,Trinity,1998,
Ver-2021-EC01,LandGen_Chin_2023_004,Verrett,2021,
Ver-2021-EC02,LandGen_Chin_2023_004,Verrett,2021,
Ver-2021-EC03,LandGen_Chin_2023_004,Verrett,2021,
Ver-2021-EC04,LandGen_Chin_2023_004,Verrett,2021,
Ver-2021-EC05,LandGen_Chin_2023_004,Verrett,2021,
Ver-2021-EC06,LandGen_Chin_2023_004,Verrett,2021,
Ver-2021-EC07,LandGen_Chin_2023_004,Verrett,2021,
Ver-2021-EC08,LandGen_Chin_2023_004,Verrett,2021,
Yak-2001-EC01,LandGen_Chin_2023_004,Yakoun,2001,
Yak-2001-EC02,LandGen_Chin_2023_004,Yakoun,2001,
Yak-2001-EC03,LandGen_Chin_2023_004,Yakoun,2001,
Yak-2001-EC04,LandGen_Chin_2023_004,Yakoun,2001,
Yak-2001-EC05,LandGen_Chin_2023_004,Yakoun,2001,
Yak-2001-EC06,LandGen_Chin_2023_004,Yakoun,2001,
Yak-2001-EC07,LandGen_Chin_2023_004,Yakoun,2001,
Yak-2001-EC08,LandGen_Chin_2023_006,Yakoun,2001,
Yak-2001-EC09,LandGen_Chin_2023_006,Yakoun,2001,
Yak-2001-EC10,LandGen_Chin_2023_006,Yakoun,2001,
Yet-2010-EC01,LandGen_Chin_2023_004,Yeth,2010,
Yet-2010-EC02,LandGen_Chin_2023_004,Yeth,2010,
Yet-2010-EC03,LandGen_Chin_2023_004,Yeth,2010,
Yet-2010-EC04,LandGen_Chin_2023_004,Yeth,2010,
Yet-2010-EC05,LandGen_Chin_2023_004,Yeth,2010,
Yet-2010-EC06,LandGen_Chin_2023_004,Yeth,2010,
Yet-2010-EC07,LandGen_Chin_2023_004,Yeth,2010,
Yet-2010-EC08,LandGen_Chin_2023_004,Yeth,2010,
Yet-2010-EC09,LandGen_Chin_2023_004,Yeth,2010,
Yuk-1997-101,LandGen_Chin_2023_004,Yukon,1997,
Yuk-1997-102,LandGen_Chin_2023_004,Yukon,1997,
Yuk-1997-103,LandGen_Chin_2023_004,Yukon,1997,
Yuk-1997-104,LandGen_Chin_2023_004,Yukon,1997,
Yuk-1997-105,LandGen_Chin_2023_004,Yukon,1997,
Yuk-1997-107,LandGen_Chin_2023_008,Yukon,1997,
Yuk-1997-108,LandGen_Chin_2023_008,Yukon,1997,
Yuk-1997-109,LandGen_Chin_2023_008,Yukon,1997,
Yuk-1997-110,LandGen_Chin_2023_008,Yukon,1997,
Yuk-1997-111,LandGen_Chin_2023_008,Yukon,1997,
Yuk-1997-112,LandGen_Chin_2023_008,Yukon,1997,
Yuk-1997-113,LandGen_Chin_2023_008,Yukon,1997,
Yuk-1997-114,LandGen_Chin_2023_008,Yukon,1997,
