"","PCNM1","PCNM2","PCNM3","PCNM4","PCNM5","PCNM6","PCNM7","PCNM8","PCNM9","PCNM10","PCNM11","PCNM12","PCNM13","PCNM14","PCNM15","PCNM16","PCNM17","PCNM18","PCNM19","PCNM20","PCNM21","PCNM22","PCNM23","PCNM24","PCNM25","PCNM26","PCNM27","PCNM28","PCNM29","PCNM30","PCNM31","PCNM32","PCNM33","PCNM34","PCNM35","PCNM36"
"Kincolith",-0.0652548226543352,0.00104803946495052,0.171726901113106,-0.00774675278657568,-0.00289092256191429,-0.0123747448323835,0.0287187299683966,0.0136937366503753,0.00152780609351593,-0.113737314240764,0.130834884007976,0.0663438200602291,0.11483977823549,0.0078050978127067,0.179859011172781,0.000314100244911153,0.00859748929426852,-0.0017181105692755,-7.80733436710305e-06,-0.0184562555425357,-0.00782530197648535,0.0254648705158894,-0.00449764679517607,0.0307810437448199,0.000130679877924787,0.279919440103566,0.0553072301465163,-0.0237301893847278,0.0367039896323337,-0.0223057983438813,-0.0261267351602781,-0.0795653581764172,-0.00148643019492385,0.0871097980929597,-0.0376183260665249,-0.0132085372672869
"Kitlope",-0.0656333382517826,-0.0050708223259073,0.104336206788214,0.00823269967873364,-0.00205988260836099,-0.0101394840462119,0.0653409891657412,0.0222095205607905,-0.00132955071824051,0.0886426132152585,0.0332813814288504,0.022830920224717,-0.109549508865221,-0.00628737568566091,0.000770104818328765,0.00037759589848737,-0.00548395737630735,-0.0178051777271108,-0.000107313301218261,-0.173963526330273,-0.0837492717637912,-0.465569797272278,0.011267610426864,-0.0636117291657677,-0.000380608138852855,0.11638003189539,0.143755498615061,0.158678792580617,0.070650647197268,-0.137768364309093,-0.0506092289261417,-0.0311743363286773,-0.00434327550847856,0.053414624961817,-0.0507234994555199,0.271283567349911
"Kitsumkalum",-0.0652590410821401,-0.000480222781321712,0.1643782445314,-0.00548855051217502,-0.00497268351160278,-0.0114014532948221,0.198110918588314,-0.0122532402814533,0.00181667280617651,-0.149479392221404,-0.115136918098784,-0.0723335934364517,-0.000138086096385963,-0.000204332332511951,-0.0108517178148135,-0.000100716297544115,0.00797917772800513,-0.00110658064216264,-5.72224189299042e-06,-0.0168494155059196,-0.00707715741259756,0.0278326196831566,-0.00383753346213475,0.0271708559947959,0.000160151199277105,0.14762654854792,0.0416774275644751,0.00962939780722115,0.00903144934787404,-0.0311621925480978,-0.0372218007984362,-0.00876345512073027,-0.00354623928075888,0.0100412848958651,-0.0160466601209524,-0.0588769776872742
"Kitwanga",-0.0650786240483593,-0.000214588734987009,0.178120559085746,-0.00882029673823779,-0.00724449955131916,-0.00518046826940622,0.3240128769552,-0.0359951255472017,0.00203014478063756,-0.163909129729506,-0.165505041039987,-0.112731052944187,-0.0162986028897377,-0.00168504375953121,-0.0492172721655765,-0.000127513432651605,0.00429641268264273,-0.0011926557954073,3.39278241550364e-06,0.000917264096481709,0.00397413663662727,0.0345884979621795,-0.00153688706568639,0.0148178854389816,9.38016801816409e-05,0.0512901814395567,0.0586405978369394,0.0549512911334065,0.0043653860134282,-0.0204297202405087,-0.021027619012307,-0.000795950623084337,0.000847184549956116,0.0576351799210371,0.197108489643254,-0.73749617089534
"Klinaklini",-0.0657370348190902,-0.012764975560518,0.0207784224360993,-0.0185728036685675,-0.000983773842591099,-0.01175749901449,0.0586742462394992,-0.0489249131937886,-0.00565712592634016,0.421145736383344,-0.0839034803267764,-0.0854043744357519,0.208817227945854,0.0101939905178618,-0.00289753518589688,0.000190423197879715,0.109589624318888,0.17143905743986,0.000316005865537401,0.514834840037548,0.0203882351354304,-0.151771021915803,0.0114232511513725,-0.256566953424304,-0.00110411059741735,0.0339510518222374,-0.0332662355129877,0.0156304307623382,-0.145534579796884,-0.0605429288983165,-0.218670480315985,0.0333501902777121,0.00519040895326148,0.022729856037363,-0.0289287919451932,-0.00571753581088145
"Klondike",0.271708489163934,-0.0662564935201177,0.00819755197614324,-0.000784563865426909,-0.0944989216358723,0.000173029280723069,-0.000424539444654121,-0.000785223626855638,-0.0766358102502755,-4.16739414370298e-05,0.000576599790272341,-3.91609996325312e-05,-0.0010173834479741,0.0180786245505077,-0.000434189589999697,0.0254953113563356,-0.000601074830840416,1.95240370538404e-05,-0.0115182190649384,0.000177624546939818,0.000412754133346419,-0.000296056955946614,-0.000259645924659433,0.000432120340936979,-0.135893713945428,8.07784173690583e-05,-0.000543010853759053,-0.000249272507677541,0.00017422368692073,0.000193389164532647,-0.000125692514913203,0.000109935555487932,-4.10704566366007e-05,-0.000419705169476424,-0.000255088469202634,-0.000574622201414374
"Kwinageese",-0.0647983568665532,0.001969712047869,0.205257953485517,-0.0157156010064002,-0.00730330717408057,0.00298926162549182,0.200622075582662,-0.0188276809946142,0.00132388814357365,-0.061817091206937,0.538523820203518,0.282082152073073,0.308926437691643,0.0205661685155401,0.536509998795128,0.00170916940556534,-0.00116927070673183,0.00242169022317974,1.16488363883225e-05,0.0309774987110926,0.0159185255136526,0.0447160101523403,-0.00299107830309562,-0.00208717832742662,-8.18909760796004e-05,-0.0421790840231902,-0.0144023115196698,0.00224468436359747,-0.00942900309605878,0.00833468013269571,0.0118780413920577,0.0184128823308546,0.000508344389558218,-0.0275701763772671,0.00870733592494027,0.0116260738444631
"Mayo",0.271432179479202,-0.0705640188309705,0.0106816540980298,-0.00122479622667755,0.0155200005446472,0.000169013796575925,-0.000566163637992603,-0.000623920606228484,-0.34682871177841,-0.00335020104796067,0.00146708738393609,-0.00611960048507476,-0.0292363493586465,0.51169111013901,-0.00149404631946984,0.130499072855991,0.000490345369684056,-2.39147623734256e-05,-0.687383762500701,0.00030333818425633,-0.000165468402848822,0.000107314969406455,0.000133713374318388,3.00596752016329e-05,0.00421843097234475,1.69331919743203e-05,0.000166399896636409,6.43841806505369e-05,-4.72581354079866e-05,-5.5321720125341e-05,2.59788490065424e-05,-2.88559869652209e-05,7.99092754391606e-06,0.000106211038794456,5.7683309868722e-05,0.000104250571126899
"Morley",0.271069488321859,-0.07737087673119,0.0147662057309321,-0.00202953186917897,0.354249842632084,0.000488925403642522,0.00385007253368275,0.000517261930747262,0.514847519388161,0.00655202349432574,-7.02832829915052e-05,-0.0011443684198939,-0.00447574014986679,0.0735572481126013,0.000249151249332946,-0.0213568422867487,0.000322014262930433,-1.15267249147337e-05,-0.00355333199765309,-0.000123797823881328,-0.000291017089275335,0.000237868711838979,0.000623252892778422,0.00231328192827531,-0.565522042676727,-3.93689646178026e-05,-9.2011451743125e-05,-2.57460093312997e-05,8.29000230599328e-06,8.97102488453191e-06,-1.42547726518245e-06,1.57244875830312e-07,-2.00180451083443e-07,3.19697163762671e-06,6.60568926604335e-06,2.37486142525525e-05
"Moyeha",-0.0658417208400792,-0.0154687872582782,-0.0140426424623392,0.0817128006864811,0.000956614177855296,0.0207612938338776,-0.0220547431981866,0.0909758380995848,0.00200043842133674,-0.175915335427007,0.107110234249964,0.113871692327782,-0.303884111454123,-0.0155781591060038,-0.0292614397879838,-0.00066369156694228,-0.0807144798631494,-0.061584449365468,9.56632350101801e-05,0.131038708966732,0.138351125587836,0.0361554848331993,0.0210200525252225,-0.456108612109389,-0.00185524364425876,0.0906272780413372,-0.0576383335478178,-0.00592119303970664,-0.110755123590953,-0.0615712055474777,-0.16908115748422,0.0806197826430388,0.0284201936344494,-0.0081412896718839,0.049691737643905,-0.0231786754160358
"Nimpkish",-0.0658740422137064,-0.0112812859187765,0.0294073972403651,-0.0183892123766616,-0.000180934159331916,-0.0273764759112295,0.0154699332534668,-0.00557400630537197,-0.00229714572868225,0.158085703619119,-0.0267735645190322,-0.0271287041577655,0.0328414650691529,0.0014546590054924,-0.00877708011507989,-0.000180553221706366,0.0112086097394269,0.0163260480962634,0.000137501637478221,0.210480981900768,0.0832615745114369,0.0430546212200775,0.0128507061148068,-0.219373735354651,-0.000904490822297069,0.0322054682665261,0.0349247261058941,0.00800882693135438,0.214844279066504,0.0334086407158695,0.474225832523622,-0.0929609079385661,-0.0147272703656976,-0.028620955208987,0.0703154916397187,0.0558984069278703
"Nordenskiold",0.271538555007919,-0.0719962740049097,0.0115859628093594,-0.00146029791275225,0.143481182312305,0.000422404674012069,0.00209060028073428,-0.000322470591771637,0.0698182682433499,0.00107605967108415,0.000134583371277956,0.00155514243783699,0.00650419086518598,-0.111802639784886,-0.000172750545748585,0.0158936175010711,-0.000477517978587999,1.33752642980738e-05,-0.00389264970077551,0.000137103500584833,0.000288984786022448,-0.000156236730583429,-0.000141003021663866,0.000222218401734423,-0.071817049570638,-3.6913563483924e-05,-0.00023866418983419,-8.33837935561715e-05,5.3586203513669e-05,6.43003988955058e-05,-1.47614517552021e-05,2.19947940580667e-05,-3.81638999194522e-07,-5.5426627850113e-05,5.7352155207668e-05,0.000485553613953287
"Nusatsum",-0.0656345941429274,-0.00792249741552844,0.0785820004756811,0.00543940336178117,-0.0024438036107301,-0.0116270385142885,0.108824076426489,0.00306757044928594,-0.00540252630368318,0.396513351058492,0.0963712583052985,0.0661858095692643,-0.234960326725112,-0.0141871019809957,-0.0600914670856152,0.000296183773278185,-0.0521359009476644,-0.0516869367021408,-0.000112338585442671,-0.159702633453184,-0.00025652138460099,0.179207265214252,-0.0128882677385235,0.0562153912363752,0.000156373867301328,0.1447753296022,0.0875006488636623,0.122640294924589,-0.315345776974169,0.704365662872921,-0.0172751132210602,0.00454555486852706,-0.00226423216294949,0.00953026512275911,-0.057665704845342,-0.00237585027703262
"Okanagan",-0.062870112515488,-0.035612613033548,-0.175554458781294,0.470423159698204,0.00211260917003033,-0.432365743860717,-0.0125947056658515,0.00490836089938481,-0.000210391027970931,0.0356540369439394,-0.362654062316983,0.546103825007397,0.0673173885806127,0.0114897410815717,0.0455701686919255,-2.08085337384455e-05,0.00722322349501034,0.00699685610323824,4.52753820237515e-06,0.00794475203522408,-0.00369375653786893,0.00272294895731218,0.00113377490175798,-0.0128815962922894,-6.90428214006428e-05,-0.0119813163157068,0.00651756285212221,0.0148984230668419,0.00259133810885616,0.00432434304746261,0.00564526643048548,-0.00574627497560444,0.001049357672407,0.00826930810063638,-0.00362463657923087,0.000532941434823815
"Phillips",-0.0658965837597362,-0.0137318088598079,0.000746595405338718,-0.00967547855147804,0.000438331465543732,-0.0174578817371773,-0.00164325903093812,-0.0123121099862114,-0.00240301400191794,0.181621777909866,-0.10149824288047,-0.0908820995213464,0.241206354482323,0.0125271067635375,0.0181612244571354,0.000399063831005828,0.112818337983262,0.0973798762836799,-2.60417892268997e-05,-0.0208427530636363,-0.141739472776271,-0.0469208904554271,-0.0256287579410433,0.556043511987935,0.00223796572764135,-0.0671706448451131,0.0504446316399516,-0.0142483138176459,0.159362663313386,0.0756031530778657,0.0572015326226075,-0.0115279526867382,0.00058423769021307,-0.0209158924640869,0.0341077392498442,0.000375481778463141
"Pitt",-0.0657977537218015,-0.0199660562716172,-0.0677047542381873,-0.00208418488434455,0.00168888371209542,-0.00673297502659096,-0.043609863759227,0.00839819525206842,-8.51141764383579e-05,-0.00107182456555297,-0.0561677246582461,-0.0410847968909897,0.11168241936749,0.00625762709299655,0.0183777222634529,-7.1400970014703e-06,0.0275037818834173,-0.0582456820240462,-2.81801661431656e-06,-0.0247509224996443,0.0590954818350078,0.014364217061356,0.0178112058920882,-0.0353382679636505,-0.000136104075144268,0.0410224702160461,0.0850210819524378,-0.0904026990458951,0.154730715978086,0.05161769628897,0.155535112272655,0.681187525396212,0.368718657257299,0.408561943813322,-0.14244270667609,-0.0175719009861795
"Portage",-0.0654762438212403,-0.0244224316956011,-0.113960734402224,-0.0901440416529175,0.00127283948477116,-0.0156926411780505,-0.0300555736516039,0.0302859867563194,0.000404016065129782,-0.0404095531738171,-0.0185363606667788,-0.0115109357999692,0.0380155426501841,0.00250038358588068,0.00434683574637275,-0.000334402570780347,-0.192885847293534,-0.0276395408729452,-1.07339029666631e-06,0.0305509527268519,-0.104181378949762,-0.00381831694350987,0.225020888039836,0.0657511702293403,0.000549043030707763,-0.0216189521055804,0.166296224526435,-0.118367135777517,-0.163876757055344,-0.0469963872139017,-0.0445594623687421,-0.066141079756676,-0.0733818254300095,-0.0756631130843772,0.0889337755789512,0.0167897286308389
"SalmonFork",0.271190223248029,-0.0600841099556612,0.00447139987359029,0.000147521050455738,-0.474948012101891,-0.000707342870994412,-0.00730506057259091,-0.000427758120522079,0.0465035617072919,0.00230972057465718,-0.0017722034569919,-0.00193562958629757,-0.00275574659674428,0.0167976065648369,0.00540530162967163,-0.808345742110554,0.000822863020642817,6.42828697622333e-06,0.00281920010033303,-0.000544069212389983,-0.000421334660747889,-0.000234103668430112,3.96227912356681e-05,3.4909511733348e-05,0.0100763481876168,0.000259146466305452,0.000178576802140631,1.0532935809944e-05,-2.73328563052469e-05,-4.64878516542649e-05,-1.72744846038434e-05,-1.84347063311718e-05,-5.44200818677898e-06,6.147987430794e-05,3.06559448201085e-05,1.69953784517893e-05
