"","PCNM1","PCNM2","PCNM3","PCNM4","PCNM5","PCNM6","PCNM7","PCNM8","PCNM9","PCNM10","PCNM11","PCNM12","PCNM13","PCNM14","PCNM15","PCNM16","PCNM17","PCNM18","PCNM19","PCNM20","PCNM21","PCNM22","PCNM23","PCNM24","PCNM25","PCNM26","PCNM27","PCNM28","PCNM29","PCNM30","PCNM31","PCNM32","PCNM33","PCNM34","PCNM35","PCNM36"
"SanJuan",-0.0658339117802289,-0.0189094405017709,-0.0541671483520944,0.0783572288663599,0.00191902967583844,0.0136474181795506,-0.0585264847413584,0.0753483041465817,0.00236247552715532,-0.190908137859293,0.00961560870933347,0.0336565663265686,-0.0619045438043967,-0.00245580407952452,0.0048637672969978,-0.000187399458251932,0.0280168253052869,0.00956049391029801,1.96861069694101e-05,0.0237458597098694,-0.0217129144451747,-0.0627825144920778,0.00597705803113774,0.205291754732272,0.000828256539045346,-0.180421194907455,0.0792102488408752,0.0605629212046205,-0.0716963317702092,-0.0395629977363553,-0.512786382770697,-0.0306075089289311,-0.0268732463185751,0.118761904514372,-0.322415755848785,-0.0266532437275872
"Sarita",-0.0658286541747007,-0.0173931086302228,-0.035984946657075,0.0839529856622408,0.00146683346437884,0.0187186032637759,-0.0427956341118208,0.0861425704841615,0.00287140686028372,-0.237914093253739,0.0763139121973481,0.0938796830724662,-0.229497011952275,-0.0113056006769988,-0.0125701693404346,-0.000495583354192161,-0.0726120752737808,-0.112604136049801,-8.63883590150848e-05,-0.163270418920191,0.0640604474212477,0.102225913497716,0.00907012196142725,-0.00773423654625371,8.32109091654849e-05,-0.10894321666805,0.0552876633880543,0.0261008516589064,0.118585942561952,0.0700321937165593,0.268701505063559,-0.0954322331968424,-0.0263969512789846,0.0214967111809444,-0.0195572055771827,0.0487277505205038
"Serpentine",-0.0658745456121321,-0.0191139285423414,-0.060678993630149,0.00896613685970109,0.00183466747511298,-0.00969996370141739,-0.04849515207803,0.0363516302261203,0.000309738918692688,-0.0280075426293983,-0.0439308028591487,-0.0291450269328285,0.0834941660674372,0.00466919695252122,0.0117654120492554,9.12239970030588e-05,0.0733656306865842,0.00486974828449401,-1.48069862495768e-05,-0.0212169507920704,-0.0347952582537535,0.0186269771464318,0.0154502142831403,0.0127091940088041,-3.11990322039745e-05,0.0511074517679392,0.0337597619506531,-0.0538774421797959,-0.0771208474844547,-0.0259139572613789,-0.00269728533372839,0.0383286124730096,-0.031004017644744,-0.142745220131749,0.675713374358657,0.209293387251315
"Seymour",-0.0651522242668699,-0.0269064992068954,-0.134535007465836,-0.120145418000603,0.00108978615061184,-0.00587489196603643,-0.0556058106828011,-0.426476529325458,0.000986171999255695,-0.0479468236577608,0.032348862904273,0.0232626879852014,-0.0595248400170184,-0.00343552379450267,-0.00659837211860052,5.05875424306832e-05,-0.0740465236290746,-0.0422345445473229,1.09088007335883e-09,0.039689036377292,-0.114939442382253,0.00941948477510803,0.125242567740596,-0.00311846161571528,4.03987657228852e-05,-0.0289711561261609,0.0983951986037078,-0.0429319259836898,-0.0424635401035516,-0.0181982454178107,-0.00297775108984644,-0.246534208993431,0.729983686980365,-0.225242398603563,-0.0425934305869355,-0.0217197328100488
"Siuslaw",-0.0648368562477102,-0.0265832701617884,-0.108471809969433,0.245474748348483,0.00121426692194842,0.327855552625167,-0.035810183818852,0.0507651689053183,0.000464591372142116,-0.0414854800320905,-0.026893995397712,-0.000899952172599565,0.0123621935539724,0.00098671834090415,-0.0212948129322069,-0.000248623325048705,0.0344106142696915,0.0147071175852134,-3.4307614760415e-05,-0.057923764041448,-0.0903031497954627,-0.0448246467202892,-0.0201259475141079,0.0663143091061601,0.000524455501876362,0.344219875296011,-0.265787925797361,-0.362487376935204,0.00275554828928168,0.0259415945997819,0.0451382472425009,0.0356804095950386,-0.00788870669643063,-0.173684771083419,-0.0744661274881084,0.046553603712577
"Slim",-0.0644162466749317,-0.0328058917665505,-0.196053680152723,-0.243595883876857,-0.000255730743463788,-0.0240978216287154,0.0296077862657498,0.28845609690137,9.75453885177302e-05,-0.0159720564513025,0.00971001420749823,0.00834703197180994,-0.0189679620602189,-0.000968744767094355,-0.0042138976950441,3.69504926370703e-05,0.138517857194579,-0.15248233142434,2.98376475803965e-05,0.0365458239496016,-0.055767748533445,-0.0014677974819059,0.0831572493257352,0.0132091366715072,0.000286266279866781,0.0113094042483433,0.0109720407173311,-0.0254152397321208,0.00382305913528023,0.00520474087300239,0.00841327918489006,0.0210436300787766,-0.031010155636926,0.0261334513235692,-0.0143175081761225,-0.0430262073832482
"Spius",-0.0655557061957812,-0.0235032250662623,-0.104404613195843,-0.0710965771015622,0.00145442133019813,-0.012553201134363,-0.0426505470026702,-0.0749261885083928,0.000591195914393938,-0.0462322414370251,-0.0115987461316855,-0.00621945817672134,0.0231337473760077,0.00152512732693577,0.00295659867463051,-0.000178409966250074,-0.0636727048091098,-0.0792252707034166,7.78880163303208e-06,0.0163036974389326,-0.0146082474058963,-0.0183639233994132,0.216624092127309,0.107089025309295,0.000796940896787346,0.122489074693016,-0.588771398867491,0.399849057402665,0.0637669982593267,0.0113156664500235,-0.0246634419697946,-0.0445221379808559,0.0253932350719257,-0.0313726604739077,-0.0109986828206816,-0.0200015694534932
"Sustut",-0.0646735471000757,0.000292492267379849,0.205396452077497,-0.0138125302538803,-0.0118047529720248,0.00989189148029291,0.576108446827249,-0.0828812607594613,0.00250862574870431,-0.192833827506413,-0.29348239716503,-0.154661918877322,-0.044312060872309,-0.00392791124579029,-0.123633749062339,-0.00014521598795287,-0.000935607531870124,0.00288542637652324,1.37598644605734e-05,0.0318108637784063,0.0183920270434332,0.0465376569450462,-0.00145925607531928,-0.0107540742788965,-0.000145648233429081,-0.0527046883945791,-0.0211793787486218,-0.005155743271979,-0.00167343477250711,0.0201363689141214,0.0288160320916381,0.00618126404776583,-0.00150858813139219,-0.0397952807966439,-0.0998577636409101,0.416573559767614
"Swift",-0.0639215404457544,-0.0356675978021412,-0.223339800061232,-0.293636604613643,-0.000859169665698458,-0.0249558026585394,0.052157788272603,0.376731516211589,-0.000112099706080656,0.00602702500103942,0.00630782503127073,0.00417683840790698,-0.0123685104633234,-0.000948302537424468,-0.00434732127589464,0.000230208774654864,0.196941569035465,-0.503420797540986,7.43150177370196e-05,0.141501141764457,-0.221995441549795,0.0106098119822453,0.0156866036191197,-0.000649477426368175,1.26229487778867e-06,-0.0199341305974318,0.0206548640685019,0.00928578869564207,-0.00111070594993646,-0.00503197667443032,-0.00355631792042173,-0.00796682588845393,0.0209503150934181,-0.0131511563305138,0.00208648889421899,0.0239691912155347
"Tahltan",-0.0642063822201868,0.00891429858013396,0.270214263754304,-0.0348551000131626,-0.00453830784852748,-0.0124681010496631,-0.207458231467388,0.0197647936874531,0.0023874113727672,-0.0617443428673147,0.23294982866414,0.180047486446463,0.251625936968676,0.0150241087047188,-0.644004040763279,-0.00349358521903957,-0.00214744177178687,-0.0110705152221708,-1.54112465387397e-05,-0.0126227096013621,0.00348353441258699,-0.053416869141441,-4.13031362388638e-05,0.00803257532089055,-4.72377053946604e-05,0.142189450158815,-0.0926733168388574,-0.229092561936192,0.00859178632815853,0.0325024816453379,-0.0296992160717546,-0.187252428961985,0.0256608590737865,0.269494520842774,0.0413611645389562,-0.0160547332859029
"Takhanne",-0.0489081796615698,0.696285977947933,-0.0241159005756722,0.000413902729786635,0.034369924485417,6.84669144756397e-05,0.000266307364870144,-3.25831306550502e-05,-0.00245611436841868,-8.71452004601227e-08,9.63838172734609e-06,-2.28805055955207e-05,-0.00010003882803055,0.00161604908156497,1.81532945051755e-05,-0.00410947447080496,-3.16941218429746e-06,2.56709438566343e-07,-7.49602004431095e-06,-8.65359277445969e-07,2.32598824626571e-06,-3.3988510223397e-06,-2.41025373374639e-06,-4.34332963737883e-07,-3.69115357724396e-05,3.04603827535975e-07,-2.23356341352843e-06,-9.47374674602382e-07,6.35189040812216e-07,7.28644090347216e-07,-3.45854835786803e-07,3.62353920618569e-07,-9.491251157321e-08,-1.29543126376006e-06,-6.25323980640901e-07,-9.27981241003069e-07
"Takhini",0.271288810287195,-0.0751541626560501,0.0134492793990242,-0.00179755301260674,0.264364658199111,0.000471190138404708,0.00309782574588535,0.000107739774303797,0.30139600522125,0.00396936967614908,6.71503943009003e-05,0.00016137364974634,0.000791763282170111,-0.0154706206717625,1.86556408183695e-05,-0.00140839489443922,-0.000209413943145133,7.45680315445384e-06,-0.00346687979128481,8.60615887044707e-05,0.000200636977571788,-0.000199851647305005,-0.000703107074581334,-0.00323465463481446,0.806721404846807,9.7703949879972e-05,0.000376619630697524,0.000123517135575776,-7.59995750301244e-05,-9.10518568113059e-05,2.56802419589539e-05,-3.71506397130444e-05,5.61044423459667e-06,0.000124064776945073,5.56984940632606e-05,9.9505453403126e-05
"Taseko",-0.0650723356388457,-0.027900227158244,-0.146036282486554,-0.147538104717352,0.000552470352657726,-0.0152690018185306,-0.00570976154712828,0.133611933246679,-0.00018754271983538,-0.00322674373631944,-0.0476628643660351,-0.0362073456042617,0.0960669526058462,0.00589529245479129,0.017594213073638,-0.000523463741849497,-0.64939189668601,0.174592697923306,-3.77629803344863e-05,0.0250743869696655,-0.191257523967938,0.008543520310189,-0.40316321804065,-0.032901461866731,-0.000481432906970288,0.0368827645458711,-0.240278222406554,0.174781738274952,0.0887014615541331,0.0222051181976816,0.00985643637773032,0.0133394314041649,0.0190611773775588,0.0414926800944972,-0.0157523525985805,-0.00683789391357726
"Tincup",0.271437661491796,-0.0706596271474455,0.0107409292645477,-0.00123956506309669,0.0228754850624379,0.000183638901208915,-0.000421371376039629,-0.000612652090958996,-0.334811340814628,-0.00326308369212268,0.00139830144800254,-0.0056024889006395,-0.0268868953600435,0.470975058037737,-0.00144849258930311,0.12773447883555,0.000363024758022148,8.29800189252033e-07,0.726028052681063,-0.000535834323215413,-0.000308118327482041,0.000122926478039442,0.00014183888747822,4.23669941185302e-05,0.00126659722870471,1.57653867248284e-05,0.000161381474192,6.24036628131819e-05,-4.54916928705786e-05,-5.32400174558722e-05,2.47736525093994e-05,-2.75509066994441e-05,7.54718346908378e-06,0.000101037339998227,5.41521492251756e-05,9.59339594246177e-05
"Tozitna",0.270900619979247,-0.0509851291972661,-0.000676225443033446,0.00120694695413281,-0.671200965231857,-0.000988631665162527,-0.00697929819132703,9.02845130455743e-05,0.211070937665062,0.00221405883774682,-0.000356006941191974,0.00328457031178701,0.0140359148218786,-0.236305522630797,-0.00217698329810633,0.557340204466932,-0.000801190531061398,-1.29572675330956e-05,-0.00163659781689822,0.000720396791918643,0.000520995575667128,0.000553088333491671,6.32126216115029e-05,-0.000104573680167224,-0.00260028986129167,-0.000683704283700942,-0.000193638079502581,9.48038913258162e-05,-1.53021702408353e-05,2.5794802754317e-05,0.00011010120734117,-6.01740455613391e-06,3.57129505499307e-05,4.5700214790995e-05,4.10072363345813e-05,0.000221016969054294
"Trinity",-0.0637398695126528,-0.032089376367346,-0.142558612494155,0.315939610594205,-0.00063656396942304,0.756025740355826,-0.000171306910925073,0.00161459675038612,-0.000652660397222517,0.0663369483070465,-0.0190660232912272,0.00418455222734181,0.0469145706883448,0.00227953259098647,0.0103182987248355,0.000174358974844297,0.000914383582143243,0.00991859795380964,6.847931638336e-07,0.0172024608731551,0.0200130583036642,0.0269835068757051,0.00782492480830233,-0.0401609934860466,-0.000343507227845153,-0.149911420242537,0.10917643910272,0.155361970655732,0.00147988007391763,-0.00930231472067952,-0.000187886035629229,-0.0188393991182214,0.00568000090012647,0.077419717475011,0.0348694505580954,-0.0133947140402422
"Verrett",-0.0645348692758716,0.00771088136577533,0.246058275857127,-0.0274479543953117,-0.00270542320784538,0.00223497579732605,-0.199864154531512,0.0249626124048064,0.00169893021261713,-0.0661757269022553,0.0893914297870531,0.0754309294275917,0.137054478679672,0.00828035880541354,-0.304106758298936,-0.00180374355524047,-0.00759578630088511,0.00370167977469382,-5.37558100306019e-06,-0.00760674111846422,-0.00125935894254323,0.0181296360814982,-0.0148012604487952,-0.0199016254682412,-0.000117950212105439,-0.157961966713962,0.217178128873145,0.438723873526687,0.00210436526903526,-0.0635850840054431,0.0530807684036483,0.348740722606739,-0.0510495300256008,-0.495293227116661,-0.0729664218818584,0.000154091963923297
"Yakoun",-0.0654376368312208,-0.000521733032711948,0.145785344979492,-0.00118720694275762,-0.000879499253320471,-0.0114589252003598,-0.0438560432364966,0.0262742851964293,0.000875138630960592,-0.0850899394626975,-0.0288991873473191,-0.0102889687950592,0.0459568947376108,0.00331984500393096,-0.0248589014532592,-0.00128549889939857,0.0242913492568883,0.0399547196355869,0.000108870629856139,0.160673092563932,0.0487099326422659,0.44098125976084,-0.000689030429601105,0.0275181228296463,0.000533382574455318,-0.500535517912581,-0.280714094452286,-0.229774925246092,-0.0761801095798917,0.0491032666269812,-0.0110053730442607,0.0202069056449913,0.00225559292095382,-0.000881178481289983,-0.0223505967506171,0.12374028967931
"Yeth",-0.0638371583808066,0.0134034562100798,0.301238976944273,-0.0425433034998141,-0.00113843948511477,0.00582741619907657,-0.376303481065676,0.0345223412159155,0.000368835369162606,0.0155685048085907,-0.19317644665176,-0.13323872288486,-0.142771829899857,-0.00978201407326057,0.227288687132505,0.00346693397972341,-0.00655880501921116,0.00672742173001233,6.76259353697639e-06,0.00754813772262188,-0.0100615273693419,0.0103693583881724,0.0344841813347102,-0.02637454342476,-0.00016632968077948,-0.130920177510889,0.0930167069948182,0.21117978539498,0.00694497324595313,-0.00292841482790727,0.0190427440452927,-0.255269104229789,0.0756269015735575,0.434270814598351,0.177784503674092,0.0858023184841867
