"PC1","PC2","PC3"
-9.88666493286496,0.400735741115535,-0.00448937901113745
-10.5222487422837,0.451305716314791,-0.0092550434463369
-9.21283619339984,0.403000117100663,0.00579437481869368
-10.789016545667,0.237659655596186,0.0638251491233133
-8.45489405920279,0.587677771194804,-0.0390815899328202
-9.99233936813722,0.555888254103899,-0.0140034358351192
-7.98117446602603,0.413400300109621,-0.0131154318263814
-9.16145200290808,0.398430829103414,0.00796082955321458
-7.40283359241046,0.637501391226644,-0.0584120515531397
-9.11677332984821,0.613616860298183,-0.0355595764126465
-9.65927647150364,0.634321067585596,-0.00201327921033732
134.107308959212,-69.817761536975,5.91147142138201
-10.122766074153,0.792559324670195,-0.0109116882459592
-10.3676996329543,0.996381473277673,-0.0372175289588462
-9.68523015620024,0.662992325827359,-0.0226351081241248
-8.86390316101353,1.23876883846151,-0.00755882807108258
130.249434267196,-69.333101159594,0.561159223080282
-6.03691949610118,0.709174658182232,-0.0308359869106364
-9.11499449354223,1.0022332356427,0.0590049946667759
-9.13094558774438,1.27258922320686,-0.0141875600038458
-9.18713418802157,1.29855057694273,-0.0310403111494616
-5.99680090351997,0.321557319148095,0.00997626683489782
-11.4818764993202,0.637827057063337,-0.0154972759476846
-11.2846462265916,0.714168372138251,-0.0462843999273827
-6.26999477944556,0.404062545609882,-0.0347638882614871
-8.49761247956829,0.365821610613787,0.00891723356647398
-9.99601808989047,0.279309478990255,0.00785451399928239
-10.6985179660507,0.814571493954391,-0.00786842195439182
-11.5780743578559,-0.226597801626471,0.157614980069877
-9.8353339612253,0.958227718043766,0.00668364182139022
-8.6147916383109,0.388369918313168,0.0312741194191141
-7.62944656346694,0.320479876879527,0.00587523272864635
-9.70958260648942,0.091410384012284,0.0410629315334392
-10.9665008186455,0.385785149289108,0.0240685942788729
-11.6762560511211,-0.288483861546293,0.228896802614146
-11.3471925015353,0.261875977742931,0.0442304711829313
-8.8175875264844,0.489181554438388,0.000618586109214679
